Blog	four	looking	second	here	k	reports	music	until	successful	example	want	wrong	wasn	service	project	tech	came	saying	rich	tips	best	country	asked	much	life	child	things	had	possible	right	old	o	support	happy	inside	team	along	love	fake	working	such	years	didn	investigation	internet	million	quite	open	city	future	russia	say	saw	note	take	knew	ways	going	between	roger	where	many	wants	photos	former	technology	summer	being	around	world	power	her	ad	certain	am	having	original	tv	th	case	large	small	past	full	hours	social	via	company	learn	states	its	always	found	really	research	director	major	number	obama	self	also	play	sometimes	cover	set	see	community	budget	rules	recent	person	amp	couple	d	continue	anything	link	line	posted	us	age	results	young	try	video	let	great	involved	makes	tools	next	process	high	doing	could	start	system	face	fact	bring	manchester	trying	should	hope	means	stuff	email	co	ve	off	less	web	government	five	become	places	details	monday	announced	told	word	work	order	office	then	them	network	created	another	john	away	com	speak	easy	information	photo	thanks	night	security	asking	post	months	available	way	war	update	together	guy	change	usually	live	https	car	heard	write	product	remember	still	half	down	james	year	space	shows	care	yourself	directly	than	online	price	america	only	concert	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	building	since	month	very	family	put	takes	taken	site	history	tried	help	actually	event	reason	ask	american	mobile	clear	pretty	during	x	close	won	probably	both	else	lives	look	while	used	game	run	step	seeing	within	computer	russian	doesn	go	does	facebook	michael	camera	started	control	links	including	him	hands	times	data	attack	need	able	talk	based	course	she	state	key	police	problem	tuesday	party	well	lost	page	twitter	home	mdash	piece	education	stay	friends	companies	likely	even	ever	never	call	tell	room	give	point	quot	answer	president	before	personal	better	went	side	content	isn	features	mind	seen	seem	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	dead	track	billion	daily	show	finally	did	sharing	making	may	man	maybe	nearly	nbsp	group	interesting	living	thing	think	long	little	were	especially	behind	black	morning	enough	reading	across	according	among	mark	those	different	pay	running	money	critical	videos	youtube	again	important	u	children	public	search	two	hour	share	coming	playing	through	same	good	everyone	house	hard	idea	done	least	statement	part	believe	b	build	services	find	please	simple	simply	create	meeting	understand	fun	itself	spent	spend	source	big	bit	google	often	back	giving	others	named	ago	private	account	ll	day	text	national	taking	almost	administration	thought	latest	ads	buy	minutes	special	under	every	school	would	phone	must	me	mr	keep	end	writing	each	got	free	wanted	days	already	top	too	took	though	watch	amazon	report	news	quickly	several	donald	election	everything	efforts	check	no	level	quick	says	goes	water	today	thousands	trump	needs	happened	name	turn	place	white	r	any	ideas	sure	later	federal	come	myself	someone	week	without	seems	blog	program	woman	worse	far	list	design	version	known	rather	short	might	health	feel	story	store	kind	added	nothing	his	wrote	art	intelligence	recently	c	became	questions	customers	question	called	users	once	issues	include	businesses	apple	app	use	few	women	something	united	six	instead	looks	york	conversation	which	who	why	ones	words	view	stories	job	april	perhaps	gets	percent	know	press	because	getting	own	made	whether	book
Neil Gaiman's Journal	10	3	5	41	1	0	2	6	0	1	16	1	10	0	1	0	7	2	0	1	8	1	12	28	9	2	57	49	2	13	15	1	4	7	0	2	3	15	0	6	9	20	11	0	5	1	5	1	2	0	0	3	3	1	15	4	2	30	7	0	21	17	0	3	2	1	2	9	6	18	3	12	0	2	22	7	8	8	19	4	2	6	2	1	10	3	6	1	4	0	6	7	8	27	0	2	1	3	0	1	10	2	6	23	9	19	1	0	1	2	6	2	12	28	1	9	11	2	25	32	1	2	3	2	8	7	1	3	4	0	11	2	4	30	20	2	0	0	0	0	0	6	13	16	8	5	3	10	37	12	7	1	0	1	2	5	2	0	3	4	9	23	4	1	27	41	0	1	8	1	12	30	2	2	1	10	1	12	0	4	6	9	6	14	2	0	4	1	5	3	3	22	0	2	18	0	5	16	4	5	3	49	1	4	2	6	2	13	7	2	4	20	2	2	7	15	3	4	2	20	7	4	0	1	15	1	6	5	20	6	15	0	4	0	0	2	12	11	16	1	4	28	0	1	6	4	0	2	5	7	5	4	2	9	14	3	0	2	3	0	1	1	1	2	21	6	6	4	0	9	1	3	4	32	2	8	0	0	12	2	4	4	0	9	1	0	0	0	0	1	13	0	7	5	3	0	3	1	2	8	0	5	27	10	12	3	9	2	9	3	0	5	0	19	2	6	23	4	1	8	2	6	4	4	15	78	1	5	3	23	1	1	7	2	28	9	0	8	6	1	1	2	2	0	0	7	3	22	0	7	13	10	3	1	326	0	2	4	20	10	12	12	26	5	2	3	4	2	14	2	1	1	2	6	9	8	6	15	0	1	3	3	1	0	4	10	0	24	4	6	12	3	12	9	30	9	5	9	7	13	2	0	7	3	5	1	0	15	1	1	1	1	0	3	5	2	7	1	1	8	20	2	3	24	3	3	2	28	2	0	21	16	5	0	4	10	0	11	2	0	4	2	3	2	4	1	37	2	4	73	7	7	7	29	10	22	5	8	23	2	0	20	10	7	9	7	1	3	0	5	0	1	3	0	1	13	1	0	2	10	3	7	4	0	0	2	4	4	6	4	2	17	3	12	7	0	6	7	7	8	3	3	13	4	0	0	2	2	4	3	1	2	7	4	0	7	9	3	11	2	2	43	14	14	0	0	2	4	10	0	1	5	0	5	0	2	0	1	1	0	15	2	22	1	3	7	6	12	1	44	49	4	4	10	15	19	2	4	3	4	0	10	3	33	11	8	16	2	83
Signal v. Noise - Medium	0	5	2	21	0	1	3	1	3	7	23	2	5	1	5	0	2	3	0	1	9	1	4	12	9	2	26	32	3	9	0	0	1	0	1	4	3	2	4	8	0	9	15	0	0	2	3	7	0	7	0	20	4	0	22	3	4	22	2	0	29	3	1	0	4	0	0	8	8	14	1	14	1	4	2	4	4	0	1	0	3	4	9	0	2	2	1	51	1	1	8	3	4	22	1	0	1	2	0	1	12	1	1	1	5	17	0	0	0	1	13	1	0	17	0	8	2	3	0	17	0	0	4	17	0	7	8	1	4	2	14	1	2	8	24	13	4	2	6	7	0	12	13	2	4	4	4	0	12	5	2	0	0	0	4	1	0	0	0	3	2	21	4	1	9	22	0	3	4	0	6	8	2	4	1	0	5	3	0	14	3	0	2	16	2	2	0	1	5	2	0	5	0	2	4	14	2	7	3	7	0	6	1	1	0	5	0	17	2	2	4	6	0	1	4	18	5	4	6	5	4	6	37	5	7	6	6	6	10	4	7	0	2	4	2	0	8	3	1	3	20	21	3	3	2	2	3	1	3	4	3	2	1	7	5	9	1	9	3	1	2	0	1	8	10	3	4	0	0	8	2	0	0	8	0	3	2	0	10	2	8	2	2	18	0	1	0	9	0	0	7	0	2	4	2	0	5	1	2	0	7	2	19	4	6	1	5	2	13	7	0	7	3	4	2	24	5	2	0	3	3	0	3	3	21	18	1	2	5	10	3	0	5	0	24	2	0	4	5	7	2	0	4	1	0	6	1	10	4	18	1	0	2	0	0	1	0	2	10	19	8	12	33	1	2	0	0	2	2	2	1	0	2	11	3	4	4	4	1	0	4	2	5	7	5	2	1	12	1	11	1	2	14	5	21	10	1	2	8	4	5	2	7	5	6	5	0	8	10	2	4	7	3	4	0	1	4	3	0	10	2	12	4	10	4	4	2	3	0	3	30	8	0	0	2	0	0	12	2	5	9	2	3	1	16	2	14	1	2	21	4	2	6	0	6	8	8	9	2	7	6	5	1	2	0	0	1	0	1	1	0	0	3	0	1	23	0	3	1	2	0	9	3	0	1	0	7	1	6	1	4	12	6	6	3	0	7	8	8	4	2	3	1	10	1	0	1	4	3	2	0	3	2	8	2	14	13	13	5	2	1	16	0	0	0	2	2	5	5	13	9	6	1	3	2	0	4	3	7	5	8	3	24	1	1	13	0	10	11	7	26	15	0	3	2	1	5	0	2	2	0	28	1	21	10	11	17	4	4
456 Berea Street	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	10	1	4	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	12	0	0	0	0	0	0	7	1	1	3	0	0	0	1	0	0	1	0	2	0	3	4	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	1	0	0	1	1	0	0	0	10	0	3	0	0	1	0	2	0	1	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	5	0	3	0	0	0	1	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	3	1	0	1	0	4	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	3	1	1	3	0	1	0	0	1	0	0	1	0	0	1	5	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	2	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	1	2	0	0	0	0	1	2	2	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	1	0	0	4	1	2	1	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0
Sifry's Alerts - David Sifry	5	7	5	7	3	1	1	1	2	4	20	1	0	2	2	1	2	0	1	0	2	2	3	11	0	1	10	9	2	6	8	1	2	2	0	6	2	4	0	4	1	2	0	0	2	4	3	3	7	2	0	4	0	1	8	0	1	12	1	0	10	8	0	3	0	1	0	0	5	8	0	2	2	0	2	0	0	1	1	0	4	3	0	4	3	1	2	1	2	0	2	1	9	16	0	0	0	3	0	2	16	3	1	3	6	3	0	0	0	0	1	1	1	4	3	0	0	3	5	14	0	1	1	2	3	5	13	2	4	1	11	0	2	1	4	2	0	0	3	0	0	1	4	2	8	2	3	1	25	11	5	6	0	5	0	3	2	0	0	1	0	7	0	0	6	4	3	0	2	2	2	1	0	2	22	1	5	0	0	0	4	2	2	4	0	4	6	0	1	2	1	0	0	1	0	8	1	14	3	3	0	10	0	0	0	2	3	12	1	0	0	8	0	0	2	3	2	2	2	5	0	2	2	1	9	3	2	3	10	0	7	2	3	6	0	0	7	1	0	1	1	0	3	0	2	3	3	2	3	2	5	0	0	4	12	6	1	2	0	1	0	4	0	1	7	3	0	3	17	2	1	0	2	2	0	5	4	0	6	1	0	4	4	2	9	0	0	1	0	0	16	0	0	1	2	0	1	0	4	4	3	1	13	2	0	3	2	2	5	0	0	0	1	5	4	2	1	0	1	2	2	1	0	0	7	11	3	0	0	0	0	0	3	0	15	0	0	1	2	3	0	1	1	0	0	3	0	2	0	8	0	0	2	2	2	4	10	0	1	6	5	0	5	4	0	0	1	4	1	0	0	5	0	13	2	1	0	8	0	0	0	0	0	4	0	3	3	5	2	1	2	3	6	3	5	1	1	4	0	6	1	0	8	1	1	5	1	3	1	3	1	6	1	1	6	1	1	2	1	4	6	1	3	1	0	0	0	1	8	0	17	8	1	0	2	1	0	2	2	1	4	3	0	1	1	0	2	1	0	8	0	1	6	2	3	6	2	1	3	2	10	4	1	2	1	0	12	1	2	0	0	0	2	0	3	3	0	0	0	0	0	6	0	0	1	0	2	5	7	1	0	2	1	6	1	0	6	1	0	3	0	0	25	0	0	0	3	1	0	2	0	0	0	1	0	2	1	0	3	0	2	2	0	1	1	0	1	0	3	0	0	2	0	5	1	2	4	0	1	6	2	4	8	0	1	0	4	1	2	11	14	8	2	0	0	0	1	0	0	1	2	7	0	0	4	3	0	0	7
Joel on Software	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
Cool Hunting	0	3	0	1	2	1	4	0	0	1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	5	0	0	1	2	0	1	1	0	0	1	7	1	0	0	1	0	1	5	0	0	0	1	0	3	0	0	0	1	0	0	1	0	1	0	1	2	0	0	5	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	1	5	1	2	0	1	0	0	0	0	0	3	1	0	1	4	0	2	0	0	0	0	0	0	1	50	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	5	2	1	0	1	0	1	3	0	0	0	0	3	1	0	0	1	0	1	1	0	0	3	0	0	1	0	3	2	4	0	0	0	3	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	5	2	1	0	0	0	6	0	0	0	1	0	0	2	3	0	0	0	0	0	1	1	0	1	1	0	3	4	0	0	1	3	0	0	0	5	1	0	0	0	2	1	0	1	1	0	0	0	0	1	1	0	1	6	1	1	1	1	0	0	3	1	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	6	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	2	0	0	0	2	0	0	7	1	0	0	1	1	1	0	1	0	1	0	0	1	0	5	2	4	0	0	4	0	0	50	2	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	3	0	1	1	0	1	2	6	2	4	0	5	0	0	2	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	3	1	0	1	0	0	2	1	4	0	0	3	0	11	0	2	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	2	0	7	1	3	0	0	0	0	2	0	0	0	0	0	11	0	12	1	0	0	0	0	0	0	4	0	0	0	1	0	1	0	1	2	0	0	0	1	0	2	6	0	5	5	0	0	0	1	0	0	0	1	0	0	3	0	0	0	1	2	0	1
Boing Boing	1	0	1	6	0	2	0	0	2	0	3	1	2	2	0	0	0	1	0	0	1	0	1	2	2	0	0	4	1	2	2	2	0	0	4	0	2	1	1	0	0	1	1	1	0	3	6	0	0	1	0	0	0	0	3	0	0	2	0	3	3	2	1	1	0	2	0	4	2	2	1	0	0	0	6	2	2	0	1	1	0	0	1	1	1	0	2	0	0	0	2	1	1	4	0	2	0	1	0	0	3	0	2	4	1	1	1	0	0	1	0	1	0	3	0	0	0	0	2	2	1	1	2	2	4	1	2	0	1	1	5	0	2	2	1	0	2	1	0	0	0	0	1	0	2	3	0	1	0	7	2	0	0	0	0	0	1	0	1	0	0	0	1	0	3	2	0	0	2	1	3	7	2	2	0	2	0	0	0	0	5	0	0	1	3	8	1	3	2	1	2	6	2	2	0	0	0	3	1	0	1	0	1	0	0	0	0	5	0	3	3	1	0	0	1	3	0	1	0	1	1	1	0	0	1	0	0	3	4	1	0	0	3	0	2	3	2	1	0	0	2	1	0	0	0	1	2	3	1	1	2	4	1	1	1	2	3	0	0	0	0	0	0	1	3	2	2	0	0	0	1	0	1	9	0	1	0	0	2	0	0	0	0	1	2	1	5	1	1	0	3	2	0	5	1	3	0	0	1	0	0	0	4	0	2	6	2	1	0	0	2	0	2	1	1	3	2	0	0	0	1	0	1	0	1	3	1	1	3	2	0	0	4	0	6	2	2	0	1	1	1	1	0	0	0	0	3	1	0	2	8	11	0	0	0	1	1	1	1	3	2	0	3	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	2	5	2	4	0	1	2	0	3	1	0	1	0	0	1	3	0	1	1	2	0	0	2	2	1	0	0	0	5	2	1	0	1	0	0	0	0	0	1	0	0	3	0	1	2	1	1	0	0	1	3	7	3	0	1	0	0	1	1	0	0	0	2	1	0	2	0	5	1	0	10	0	2	4	0	1	1	0	1	0	1	1	3	0	4	4	3	1	1	1	0	0	1	1	2	2	9	2	1	4	0	1	0	0	7	0	1	1	0	0	2	4	5	0	4	3	0	1	0	2	0	1	1	0	0	0	2	1	0	0	0	0	2	2	1	1	0	2	2	1	0	1	10	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	2	7	0	1	1	0	2	3	2	4	2	0	0	1	3	1	1	1	2	2	0	3	1	3	1	0	2
The Full Feed from HuffingtonPost.com	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	10	3	0	2	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	2	1	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	7	2	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	4	0	0
Pharyngula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
WIL WHEATON dot NET	0	1	0	4	0	0	2	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	4	1	2	11	9	0	1	0	0	0	0	0	0	0	4	1	2	0	4	3	0	0	1	0	0	0	1	0	2	2	2	0	0	0	4	0	0	3	0	1	0	0	0	2	2	1	3	0	1	0	0	3	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	3	0	0	0	1	0	0	2	5	0	0	2	4	0	0	2	1	2	0	1	2	0	0	0	0	0	2	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	2	0	0	1	1	2	1	1	1	0	3	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	3	5	0	0	0	1	1	0	3	1	1	0	0	2	0	3	5	0	1	4	0	0	4	0	0	0	1	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	1	3	0	0	0	2	0	0	6	1	0	0	1	1	1	2	3	0	1	1	2	2	0	1	1	1	2	1	2	0	2	0	0	0	1	1	1	0	0	0	3	0	0	0	0	1	0	0	0	0	2	1	0	1	3	1	0	0	0	1	1	1	0	6	1	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	0	1	2	3	1	0	0	0	2	1	0	2	1	0	2	0	2	0	0	9	11	0	0	0	4	2	0	1	0	3	2	1	2	0	1	0	2	0	0	0	1	0	5	0	0	3	2	3	1	8	0	0	0	2	7	1	2	7	1	0	1	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	2	0	2	1	0	0	0	3	3	0	1	1	1	0	1	0	2	4	1	0	0	0	1	1	0	0	1	0	0	0	0	0	4	0	0	0	1	0	1	4	4	0	0	0	1	0	0	0	0	1	1	1	3	2	1	5	4	0	5	0	1	1	0	0	1	2	2	0	0	0	2	1	1	1	0	0	0	0	0	0	0	3	0	1	10	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	1	0	0	1	1	3	1	1	0	0	0	0	0	0	0	3	0	0	1	4	0	0	2	8	0	1	0	1	19	2	2	0	0	0	2	1	0	0	2	0	2	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	5	12	0	0	2	0	1	1	0	1	0	0	13	0	8	0	1	3	1	0
